Título,Descrição,Link,Fonte,Data de publicação,Palavra-chave,O artigo trata de inflação?,É um artigo positiva para a economia (inflação em queda)?,O artigo trata de inflação de alimentos?,É um artigo positiva para a inflação dos alimentos (inflação em queda)?
"Homem morre e outro fica ferido após tentarem fugir e entrarem e confronto com policiais em Gurupi, diz PM","   <img src=""https://s2-g1.glbimg.com/7wohoWSZ87XTesmvj8VWf6bE6vw=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2024/D/B/Q7HNqSQyKgSwQLz7ug4w/carropngpng.png"" /><br />     Troca de tiros aconteceu na madrugada desta quinta-feira (27), em uma das saídas da cidade. Ferido foi levado para o hospital regional. Homem morre durante confronto com a polícia em Gurupi
Um homem morreu e outro ficou ferido após trocarem tiros com policiais militares em Gurupi, na região sul do estado. O confronto aconteceu em uma das saídas da cidade na madrugada desta quinta-feira (27). 
📱 Participe do canal do g1 TO no WhatsApp e receba as notícias no celular.
De acordo com a Polícia Militar (PM), uma caminhonete trafegava pelas ruas de Gurupi com os faróis apagados entre a noite de quarta-feira (26) e a madrugada desta quinta. O veículo parou em frente a uma casa no setor São José e foram disparados tiros de dentro da caminhonete.
Três moradores do Jardim Tocantins, que fica próximo ao local dos tiros, acionaram a PM pelo 190 informando a presença da caminhonete suspeita.
Em uma das saídas da cidade, que dá acesso ao município de Peixe, os militares encontraram com a caminhonete e deram ordem de parada, que não foi obedecida. Uma viatura passou a perseguir o veículo e os ocupantes passaram a atirar em direção à polícia, que revidou.
Após os disparos, a caminhonete perdeu o controle e parou entre as avenidas Pará e Bahia, no centro de Gurupi. Nesse momento a equipe policial fez a abordagem ao veículo e viu que os suspeitos haviam sido atingidos.
LEIA TAMBÉM:
Mulher agredida por namorado em chácara segue internada, diz secretaria
Motociclista é morto a tiros enquanto estacionava próximo ao camelódromo de Taquaralto
Ciclista morre após ser atingida por caminhão em avenida
O Serviço de Atendimento Móvel de Urgência (Samu) foi chamado para socorrer os feridos. O autônomo Tiago Pereira Barros, de 38 anos, morreu após dar entrada no Hospital Regional de Gurupi. O outro ocupante do carro sobreviveu. O estado de saúde dele não foi informado. A PM constatou na abordagem que ele apresentava sinais de embriaguez.
Dentro da caminhonete os policiais encontraram um revólver calibre 38. Também havia latas de cerveja abertas, o que indica que eles teriam consumido bebidas alcoólicas.
A TV Anhanguera apurou que o autônomo que morreu na troca de tiros tinha passagem na polícia pelos crimes de furto, ameaça e porte de drogas para uso pessoal. O corpo dele foi levado para o Instituto Médico Legal (IML) de Gurupi e segundo a Secretaria de Segurança Pública, ainda estava no local até a tarde desta quinta-feira.
A perícia também foi acionada para analisar o local do confronto e o veículo dos suspeitos foi removido para o pátio da Sancar.
Viatura da Polícia Militar do Tocantins
Divulgação/PMTO
Veja mais notícias da região no g1 Tocantins.  ",https://g1.globo.com/to/tocantins/noticia/2025/03/27/homem-morre-e-outro-fica-ferido-apos-tentarem-fugir-e-entrarem-e-confronto-com-policiais-em-gurupi-diz-pm.ghtml,https://g1.globo.com/rss/g1/,"Thu, 27 Mar 2025 20:04:18 -0000",bebidas,,,,
Bertioga implementa policiamento ciclístico; entenda,"   <img src=""https://s2-g1.glbimg.com/BK57TjL_NNM7FxlhRfYIBFlxH8g=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/d/2/njwr5ZTx6swlAsAblXJA/fotos-g1-20-.png"" /><br />     Reforço tem o objetivo de ampliar a presença dos guardas em locais de grande circulação, prevenindo furtos e roubos em Bertioga (SP).  Cidade do litoral de SP amplia medidas de segurança com policiamento ciclística
Ebson Rai/Prefeitura de Bertioga
A Prefeitura de Bertioga, no litoral de São Paulo, implementou um novo reforço na segurança da cidade. A Guarda Civil Municipal (GCM) agora conta com policiamento ciclístico, uma estratégia que visa intensificar as rondas em diversos bairros da cidade.
✅Clique aqui para seguir o canal do g1 Santos no WhatsApp.
O objetivo principal dessa medida é aumentar a presença dos guardas em locais de grande circulação, com a finalidade de prevenir furtos, roubos e fiscalizar o uso indevido do espaço público.
De acordo com a administração municipal, 12 bicicletas foram disponibilizadas para o patrulhamento. As rondas acontecem desde o bairro Maitinga até o Centro, abrangendo o calçadão da praia, a Avenida 19 de Maio, o portal de entrada da cidade e a área ao redor do Mercado Municipal de Pescados.
A previsão é de que o projeto seja expandido para outras regiões de Bertioga, proporcionando maior mobilidade e agilidade no deslocamento dos agentes.
VÍDEOS: g1 em 1 minuto Santos  ",https://g1.globo.com/sp/santos-regiao/noticia/2025/03/27/bertioga-implementa-policiamento-ciclistico-entenda.ghtml,https://g1.globo.com/rss/g1/,"Thu, 27 Mar 2025 20:00:14 -0000",Pescados,,,,
Justiça determina que prefeitura de Rio Branco mantenha fornecimento de alimentação no Centro POP ,"   <img src=""https://s2-g1.glbimg.com/TTxMR9SzLUNVdzdYPh0KIolSq6E=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/w/k/usanDzT8CZ7iAMWGzq7w/centro-pop-2.jpeg"" /><br />     Em janeiro, promotoria do MP-AC protocolou pedido e, agora em março, Justiça determinou que fornecimento não seja interrompido. Prefeitura se posicionou dizendo que Centro POP não interrompeu fornecimento das refeições. Decisão cabe recurso. Centro Pop funciona no centro de Rio Branco e atende pessoas em situação de rua
Izaías Gomes/Assecom
Uma decisão liminar determinou que a prefeitura de Rio Branco mantenha o fornecimento de alimentação no Centro de Referência Especializado para População em Situação de Rua (Centro POP), que funciona no centro da capital. O pedido havia sido feito pelo Ministério Público do Acre (MP-AC), em janeiro deste ano. 
📲 Participe do canal do g1 AC no WhatsApp
A solicitação foi feita pela Promotoria Especializada de Direitos Humanos e Cidadania após declarações dadas pelo secretário de Assistência Social e Direitos Humanos (SASDH), João Marcos Luz. À época, o Juízo da 2ª Vara de Fazenda Pública da Comarca de Rio Branco já havia aprovado uma liminar para não suspender a alimentação para pessoas em situação de rua.
O Centro Pop atende a população em situação de rua há mais de três anos. Na liminar, foi considerado que a interrupção do fornecimento de refeições poderia causar danos irreparáveis aos usuários do serviço. A primeira decisão era liminar e visava não suspender a alimentação até que a ação fosse julgada. 
LEIA TAMBÉM:
Justiça aprova pedido do MP e prefeitura de Rio Branco deve continuar oferecendo alimentação às pessoas em situação de rua
Em recomendação, MP pede que cidade do AC cumpra política para pessoas em situação de rua e solicita dados
Ação no Centro POP oferece serviços de saúde e cidadania à população de rua em Rio Branco: 'dignidade'
Pessoas em situação de rua são atendidas durante edição especial do Projeto Cidadão no Acre
Agora os demais pedidos do MP na ação foram julgados e essa é uma decisão de primeiro grau, que ainda cabe recurso. De acordo com a decisão divulgada nesta terça-feira (25), em caso de descumprimento, será aplicada uma multa diária no valor de R$ 5 mil ao município. 
À época da primeira liminar, em nota, a prefeitura de Rio Branco, por meio da Secretaria Municipal de Assistência Social e Direitos Humanos (SASDH), disse que, em nenhum momento, interrompeu a entrega de refeições no Centro Pop. (Confira mais detalhes abaixo)
O g1 entrou em contato com a Prefeitura para saber sobre essa nova decisão e se o município irá recorrer, porém até a última atualização dessa reportagem, não obteve retorno. 
Ação no Centro POP oferece serviços de saúde e cidadania à população de rua em Rio Branco
Na primeira solicitação, o promotor de Justiça de Defesa dos Direitos Humanos e Cidadania, Thalles Ferreira Costa, ainda citou a inexistência de banheiros públicos, bebedouros e de lavanderias sociais de fácil acesso, a ausência de programa habitacional para assegurar moradia adequada e a inexistência de aluguel social e de locais para moradia provisória de pessoas em situação de rua.
Por esse motivo, essa nova decisão determina que a prefeitura de Rio Branco elabore e implemente um plano de estruturação do atendimento às pessoas em situação de rua. Essa proposta deve contemplar:
Criação de um fluxo intersetorial de atendimento
Construção de restaurantes populares
Banheiros públicos
Lavanderias sociais
Espaços para guarda de pertences
Destinação de recursos para aluguel social 
Disponibilização de cursos de qualificação profissional
O plano deve conter ainda a proposta para a implementação de casas de passagem, unidades de acolhimento e serviços de residência terapêutica, bem como a proibição da remoção forçada de pertences e o transporte compulsório dessas pessoas. 
Para assegurar um atendimento digno, agentes públicos deverão ser capacitados, e inspeções periódicas devem ser realizadas nos abrigos. Outras ações a serem inseridas no plano incluem mutirões para a regularização de documentos, divulgação de alertas meteorológicos e fornecimento de barracas emergenciais quando necessário, entre diversas outras ações.
Nota da prefeitura de Rio Branco (divulgada em janeiro)
""A Prefeitura de Rio Branco, por meio da Secretaria Municipal de Assistência Social e Direitos Humanos (SASDH), esclarece que, em nenhum momento, interrompeu a entrega de refeições no Centro Pop, unidade de atendimento especializado à população em situação de rua.
Atualmente, são oferecidas três refeições diárias no local: café da manhã, almoço e lanche da tarde. O café da manhã, com 125 kits servidos diariamente, e o almoço, com 140 marmitas distribuídas, são preparados pela empresa MR Serviços, contratada para garantir a qualidade e regularidade das refeições. Parte do pagamento dessas refeições é custeado com recursos próprios do município e outra parte com recursos federais.
Além disso, é importante destacar que o lanche disponibilizado para a turma da Educação de Jovens e Adultos (EJA) é uma iniciativa da Secretaria Municipal de Educação (Seme), oferecido exclusivamente para os alunos do EJA que participam das aulas realizadas todas as manhãs no Centro Pop.
Por sua vez, o lanche da tarde, destinado ao público geral atendido pelo Centro Pop, é outra refeição incluída no planejamento alimentar da unidade, reforçando o compromisso da Prefeitura de Rio Branco em atender a política de segurança alimentar e nutricional para a população em situação de rua.
Sobre a decisão judicial recente, proferida pela juíza Zenair Ferreira Bueno, que determina a continuidade da oferta de refeições para a população atendida pela unidade, garantimos que esta já é uma prática executada na unidade de forma consolidada.
Por fim, esclarecemos que a fala do secretário municipal de Assistência Social e Direitos Humanos, ao comentar sobre mudanças no Centro Pop, refere-se a um planejamento futuro diante da transferência da unidade para um novo endereço, a fim de aprimorar o atendimento, que tem foco no atendimento psicossocial e no apoio à reinserção social das pessoas em situação de rua.
Asseguramos que, independentemente dessa mudança de endereço, a oferta de refeições obedecerá as determinações da Política Nacional para População em Situação de Rua (PNPSR) e do Sistema Único de Assistência Social (Suas), garantindo a dignidade e os direitos da população em situação de vulnerabilidade social.""
VÍDEOS: g1  ",https://g1.globo.com/ac/acre/noticia/2025/03/27/justica-determina-que-prefeitura-de-rio-branco-mantenha-fornecimento-de-alimentacao-no-centro-pop.ghtml,https://g1.globo.com/rss/g1/,"Thu, 27 Mar 2025 19:59:19 -0000",alimentação,,,,
"Antes de atirar no rosto da tia, sobrinho teve discussão com a vítima sobre compra de imóvel da avó no Acre","   <img src=""https://s2-g1.glbimg.com/2sMAriCsp3SyUXMPSnVKDxVyLAk=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/u/a/7ZHLe0SPeBRus9WusF3w/whatsapp-image-2025-03-26-at-17.52.11.jpeg"" /><br />     Márcia Monteiro de Almeida está internada na UTI em estado grave desde domingo (23), em Rio Branco. Iranilson de Almeida alegou que não tinha a intenção de atirar na tia e que foi acidental. Suspeito foi solto durante audiência de custódia.  Márcia Monteiro de Almeida está internada na UTI em estado grave
Reprodução
Antes de atirar no rosto da tia, Iranilson Monteiro de Almeida, de 40 anos, teve uma breve discussão com a vítima sobre a documentação de uma casa que comprou da avó. Márcia Monteiro de Almeida, de 46 anos, está internada na Unidade de Terapia Intensiva (UTI) do Pronto-Socorro de Rio Branco em recuperação. O estado dela ainda é grave. 
📲 Participe do canal do g1 AC no WhatsApp
O crime ocorreu na noite de domingo (23) na Rua Juricaba, no bairro João Paulo II, região da Baixada da Sobral, na capital acreana. Iranilson foi preso em flagrante, levado para a Delegacia de Flagrantes (Defla) e indiciado por tentativa de homicídio. O tiro atingiu o olho esquerdo e a bala saiu na lateral direita da cabeça de Márcia.
Em depoimento, o suspeito contou que estava na casa da tia desde o meio-dia consumindo bebidas alcóolicas. Iranilson, que trabalha como técnico em telecomunicação, afirmou que tem um bom relacionamento com a tia e não se recorda do momento em que atirou nela. 
""Em determinado momento relata que tiveram uma discussão a respeito de uma documentação de uma casa que o interrogado comprou de sua avó. A discussão demorou no máximo cinco minutos, mas ressalta que foi uma discussão leve, ou seja, sem ofensas e nada de inimizade. Não lembra se o momento do disparo foi durante a discussão ou depois, mas acredita que, talvez, possa ter sido durante a discussão porque não se recorda com exatidão porque estaria muito embriagado"", diz parte do depoimento. 
A arma usada no crime pertence ao suspeito, conforme a polícia, contudo ele não tem porte de arma. Ele afirmou que, durante à tarde, foi até a residência em que vive com a mulher e os filhos, pegou a arma e voltou para a casa da tia. 
""Não buscou a arma de fogo com a intenção de realizar nenhum crime, até porque até aquele momento não teve discussão. Acredita que buscou a arma apenas para se exibir; que, quando retomou para a casa de Márcia, continuaram a beber cerveja e em determinado momento efetuou um disparo com a pistola calibre .380 no quintal"", aponta. 
Tiro acidental
Ainda segundo o processo da Justiça, o técnico em telecomunicação alegou que não tinha a intenção de atirar na tia, mas acredita que esqueceu de tirar a munição da câmara da arma e que esse descuido resultou no disparo. 
""Foi acidental porque não tinha a intenção de disparar contra a sua tia. Afirma que não apontou a arma para sua tia e acredita que durante o manuseio disparou acidentalmente. Tem um bom relacionamento com sua tia Márcia"", diz o depoimento.
Após o disparo, Iranilson disse que ficou muito assustado, deixou a arma no chão e foi para casa. A polícia foi até a residência, que fica próxima do local do crime, e foi recebida pela esposa do suspeito. A mulher confirmou que o marido estava em casa e autorizou a entrada da equipe. 
O suspeito foi encontrado deitado no chão da parte de trás da casa e não resistiu à prisão. Iranilson passou por audiência de custódia na segunda-feira (24) e liberado para responder o processo em casa. Contudo, ele precisa cumprir as seguintes medidas cautelares. 
Monitoramento eletrônico
Proibição de contato com a vítima e familiares próximos
Proibição de usar arma de fogo
Recolhimento domiciliar no período noturno e nos dias de folga
Informar a UMEP os horários de trabalho
Na decisão, o juiz Robson Ribeiro Aleixo destacou que o suspeito possui bons antecedentes criminais, os filhos dependem dele para ir à escola, tem residência fixa e concedeu a liberdade. 
""Entendo que não estão presentes os requisitos para decretação da preventiva, que trata-se de situação extremamente grave, mas os fatos carecem de maiores esclarecimentos, para saber o que aconteceu e para que haja imputação legitima ao acusado, a gravidade em si da situação não é suficiente para decretação da prisão. Entendo que as medidas cautelares são suficientes para o caso, concedo a liberdade provisória com a aplicação das medidas cautelares"", argumentou o magistrado. 
Reveja os telejornais do Acre  ",https://g1.globo.com/ac/acre/noticia/2025/03/27/antes-de-atirar-no-rosto-da-tia-sobrinho-teve-discussao-com-a-vitima-sobre-compra-de-imovel-da-avo-no-acre.ghtml,https://g1.globo.com/rss/g1/,"Thu, 27 Mar 2025 19:44:33 -0000",bebidas,,,,
Irmão do suspeito de atirar contra pessoas em frente à casa noturna de Sorocaba é flagrado desenterrando armas ,"   <img src=""https://s2-g1.glbimg.com/SiZAmEwf8esErmCN-XzDwEXLp7M=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/n/G/EEdSFfQxmzNnYm98lBQQ/whatsapp-image-2025-03-27-at-13.37.32.jpeg"" /><br />     Segundo a GCM, o homem disse que o irmão pretendia se entregar à polícia e, por isso, pediu para ele desenterrar as armas que haviam sido usadas no crime que ocorreu em frente a um estabelecimento na zona sul de Sorocaba (SP), na madrugada de domingo (23).  Homem foi flagrado desenterrando armas em uma área verde na zona norte de Sorocaba (SP). Armas teriam sido usadas em crime que ocorreu no domingo (23)
GCM Sorocaba/Divulgação
O irmão do homem suspeito de atirar contra pessoas em frente à uma casa noturna de Sorocaba (SP), na madrugada de domingo (23), foi detido pela Guarda Civil Municipal, nesta terça-feira (25), enquanto desenterrava uma réplica arma de fogo no Jardim Santa Esmeralda, zona norte da cidade. 
📲 Participe do canal do g1 Sorocaba e Jundiaí no WhatsApp
Conforme a GCM, o homem, de 31 anos, foi flagrado com uma pá cavando terra em uma área verde desenterrando a arma. Ele também estava com uma pistola calibre 7.65 mm, com a numeração raspada e sem munição. 
Aos guardas, o suspeito disse que havia enterrado as duas armas no local na segunda-feira (24), a pedido de seu irmão, que teria se envolvido em uma briga em uma casa noturna e feito disparos com a pistola em frente ao estabelecimento. O homem justificou que desenterraria as armas, pois o irmão pretendia se apresentar à polícia e levar os objetos. 
O suspeito foi levado ao Plantão da Polícia Civil, onde o delegado determinou a prisão do homem por porte ilegal de arma de fogo de uso restrito. 
Tiros em casa noturna
Uma câmera de monitoramento flagrou o homem atirando contra pessoas em frente à uma casa noturna na zona sul de Sorocaba, na madrugada de domingo.
Nas imagens, é possível ver o suspeito, que vestia uma camiseta escura, saindo de um carro às 0h25 de sábado apontando a arma e atirando em direção ao estabelecimento. As pessoas que estavam na área externa do local correm para dentro.
Em seguida, o suspeito atira novamente em direção à rua e, depois, vai até a casa noturna, ainda segurando a arma. Um homem, que dirigia o carro, também deixa o veículo e vai atrás do suspeito. Depois, os dois voltam para a área externa do estabelecimento. 
Homem é flagrado atirando contra pessoas em frente à casa noturna na zona sul de Sorocaba
A Polícia Militar informou que foi acionada horas após o ocorrido, e que não localizou os suspeitos. Segundo a PM, pessoas relataram terem ouvido sons de tiros. A polícia informou que não houve registro de pessoas feridas.
Em nota, o Lumi Bar informou que está tomando todas as providências legais.
Veja mais notícias da região no g1 Sorocaba e Jundiaí
VÍDEOS: assista às reportagens da TV TEM  ",https://g1.globo.com/sp/sorocaba-jundiai/noticia/2025/03/27/irmao-do-suspeito-de-atirar-contra-pessoas-em-frente-a-casa-noturna-de-sorocaba-e-flagrado-desenterrando-armas.ghtml,https://g1.globo.com/rss/g1/,"Thu, 27 Mar 2025 18:59:52 -0000",Pá,,,,
'Tradwife dos LGBTs': Influencer conquista público com conteúdo de marmitas para o marido,"
Sanduíche de berinjela empanada no pão ciabatta, mini abóbora assada recheada, escondidinho de alcatra e torta de manteiga escocesa -sem esquecer do café fresquinho e do suco natural. Essas são algumas das comidas preparadas por Luiz Felipe Alves, 31, para o marido levar ao serviço em dias de <a href=""https://www1.folha.uol.com.br/sobretudo/carreiras/2023/11/veja-dicas-para-ter-uma-alimentacao-saudavel-no-trabalho.shtml"">trabalho presencial</a>. O capricho na apresentação dos pratos e o carinho que envolve todo o processso vem fazendo com que o influenciador viralize nas redes sociais.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://f5.folha.uol.com.br/voceviu/2025/03/tradwife-dos-lgbts-influencer-conquista-publico-com-conteudo-de-marmitas-para-o-marido.shtml"">Leia mais</a> (03/27/2025 - 15h30)",https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://f5.folha.uol.com.br/voceviu/2025/03/tradwife-dos-lgbts-influencer-conquista-publico-com-conteudo-de-marmitas-para-o-marido.shtml,https://feeds.folha.uol.com.br/emcimadahora/rss091.xml,27 Mar 2025 15:30:00 -0300,Alcatra,,,,
"Remédios devem ficar até 5,06% mais caros a partir de segunda-feira (31)","
A partir da próxima segunda-feira (31), os preços dos <a href=""https://www1.folha.uol.com.br/folha-topicos/medicamentos/"">medicamentos</a> em todo o Brasil ficarão mais caros. Estimativa baseada na fórmula de cálculo elaborada pela Cmed (Câmara de Regulação do Mercado de Medicamentos) indica reajuste de até 5,06%. O percentual, que serve como teto para as farmacêuticas, corresponde à <a href=""https://www1.folha.uol.com.br/folha-topicos/inflacao/"">inflação</a> medida pelo IPCA (Índice de Preços ao Consumidor Amplo) nos últimos 12 meses encerrados em fevereiro.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mercado/2025/03/remedios-devem-ficar-ate-506-mais-caros-a-partir-de-segunda-feira-31.shtml"">Leia mais</a> (03/27/2025 - 15h23)",https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mercado/2025/03/remedios-devem-ficar-ate-506-mais-caros-a-partir-de-segunda-feira-31.shtml,https://feeds.folha.uol.com.br/emcimadahora/rss091.xml,27 Mar 2025 15:23:00 -0300,inflação,,,,
"Ovo, café e tomate puxam inflação dos alimentos no IPCA-15; arroz cai pelo 5º mês seguido","
A inflação dos alimentos no <a href=""https://www1.folha.uol.com.br/mercado/2023/02/ipca-15-entenda-como-este-indice-de-inflacao-e-calculado.shtml"">IPCA-15</a> (Índice Nacional de Preços ao Consumidor Amplo 15) acelerou em março com a pressão das altas do <a href=""https://www1.folha.uol.com.br/mercado/2025/03/ovo-sobe-mais-de-15-e-tem-a-maior-inflacao-no-plano-real-cafe-avanca-quase-11.shtml"">ovo de galinha</a>, do <a href=""https://www1.folha.uol.com.br/blogs/cafe-na-prensa/"">café moído</a> e do tomate.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mercado/2025/03/ovo-cafe-e-tomate-puxam-inflacao-dos-alimentos-no-ipca-15-arroz-cai-pelo-5o-mes-seguido.shtml"">Leia mais</a> (03/27/2025 - 13h35)",https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mercado/2025/03/ovo-cafe-e-tomate-puxam-inflacao-dos-alimentos-no-ipca-15-arroz-cai-pelo-5o-mes-seguido.shtml,https://feeds.folha.uol.com.br/emcimadahora/rss091.xml,27 Mar 2025 13:35:00 -0300,inflação,,,,
"Despesa com Bolsa Família cai, estímulo do gasto no PIB baixa também","
A despesa com o <a href=""https://www1.folha.uol.com.br/folha-topicos/bolsa-familia/"">Bolsa Família</a> caiu em um ano. Nos últimos 12 meses, baixou 5,1%, em termos reais -considerada a inflação. Passou de R$ 181 bilhões por ano para R$ 171,7 bilhões, até fevereiro, dado mais recente, divulgado nesta quinta pelo Tesouro Nacional.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/viniciustorres/2025/03/despesa-com-bolsa-familia-cai-estimulo-do-gasto-no-pib-baixa-tambem.shtml"">Leia mais</a> (03/27/2025 - 13h20)",https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/viniciustorres/2025/03/despesa-com-bolsa-familia-cai-estimulo-do-gasto-no-pib-baixa-tambem.shtml,https://feeds.folha.uol.com.br/emcimadahora/rss091.xml,27 Mar 2025 13:20:00 -0300,inflação,,,,
Cerveja sem álcool é eleita a 3ª melhor do país em concurso em Blumenau,"
Em meados de março terminou a 13ª edição do <a href=""https://www1.folha.uol.com.br/blogs/copo-cheio/2025/03/festival-de-cerveja-de-blumenau-ganha-homonimo-e-expoe-briga-no-setor.shtml"" rel=""nofollow"" target="""">Concurso Brasileiro de Cervejas</a>, em <a href=""https://www1.folha.uol.com.br/folha-topicos/blumenau/"" rel=""nofollow"" target="""">Blumenau</a>. O tradicional evento -que integra o Festival Brasileiro da Cerveja- distribuiu 289 medalhas (95 delas, de ouro) e consagrou a Big Jack Cervejaria, de Orleans (SC), como a grande vencedora, com 18 pódios.<br>
<br>
No entanto, o que chamou mais a atenção na divulgação do resultado foi a premiação do Best of Show, que escolhe a melhor amostra entre mais de 2.500 inscritas, dos mais diversos estilos.<br>
<br>
Em primeiro lugar ficou uma gose com <a href=""https://www1.folha.uol.com.br/blogs/tudo-mais-um-pouco/2024/12/como-cultivar-alecrim-em-casa.shtml"" rel=""nofollow"" target="""">alecrim</a>, da Araucária (PR); a medalha de prata foi para uma weiss com malte defumado, da Vale 4 (RS); e, fechando o pódio, uma catharina sour com<a href=""https://www1.folha.uol.com.br/comida/2025/03/provamos-o-morango-de-r-115-da-erewhon-ele-vale-a-pena.shtml"" rel=""nofollow"" target=""""> morango</a> e <a href=""https://www1.folha.uol.com.br/mercado/2022/11/fruta-amazonica-maracuja-suspiro-vira-cosmetico-com-propriedade-antioxidante.shtml"" rel=""nofollow"" target="""">maracujá</a>, <a href=""https://www1.folha.uol.com.br/comida/2024/09/cervejas-sem-alcool-surpreendem-e-podem-ajudar-a-moderar-o-consumo.shtml"" rel=""nofollow"" target="""">sem álcool</a> e sem glúten, da Opa Bier (SC).
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/comida/2025/03/cerveja-sem-alcool-e-eleita-a-3a-melhor-do-pais-em-concurso-em-blumenau.shtml"">Leia mais</a> (03/27/2025 - 11h58)",https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/comida/2025/03/cerveja-sem-alcool-e-eleita-a-3a-melhor-do-pais-em-concurso-em-blumenau.shtml,https://feeds.folha.uol.com.br/emcimadahora/rss091.xml,27 Mar 2025 11:58:00 -0300,Cerveja,,,,
